Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"std::_Unchecked<Coordinate *>",84,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::vector<int,std::allocator<int> > *,std::allocator<std::vector<int,std::allocator<int> > > >::_Emplace_back<std::vector<int,std::allocator<int> > &>",24,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"Message_Input::Message_Input",12,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<UI_Component_Item_Slot_Button>,std::_Vector_val<std::_Simple_types<UI_Component_Item_Slot_Button> >,1>::_Get_second",158,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::close",8,0.01,0.00,0.08,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Free_proxy",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::_Umove_if_noexcept1",13,0.00,0.00,0.03,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Getal",36,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>,1>::_Compressed_pair<std::less<Coordinate>,std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>,1><std::less<Coordinate> const &,std::_Zero_then_variadic_args_t>",1,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<std::vector<int,std::allocator<int> > > >::construct<std::vector<int,std::allocator<int> >,std::vector<int,std::allocator<int> > &>",24,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1>::_Compressed_pair<std::allocator<std::_Tree_node<std::pair<Coordinate const ,Tile>,void *> >,std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >,1><>",1,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Tile_Queue,std::allocator<Tile_Queue> >::_Umove_if_noexcept1",14,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Tile_Queue,std::allocator<Tile_Queue> >::_Has_unused_capacity",25,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"_get_stream_buffer_pointers",8,0.00,0.00,0.00,0.00,"ucrtbased.dll",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Swap_all",6,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Move_alloc",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Myproxy",24,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Input::~Message_Input",12,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::vector<int,std::allocator<int> >::vector<int,std::allocator<int> >",24,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"FC_ClearFont",5,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::_Reset_back",17,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::Clear_Loaded_Job",6,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::_Has_unused_capacity",24,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<Coordinate>::deallocate",28,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Render_Component::Render_Component",2,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<node,std::allocator<node> >::_Umove_if_noexcept1",18,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::move<Tile_Queue &>",75,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unchecked<UI_Component_Graphic_Button *>",39,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::vector<int,std::allocator<int> > const &>",72,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<UI_Component_Graphic_Button>::allocate",13,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<int,std::allocator<int> > >,std::_Vector_val<std::_Simple_types<std::vector<int,std::allocator<int> > > >,1>::_Get_first",62,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::_Endwrite",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Component_Generic::Set_Click_Message",23,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::_Umove_if_noexcept",13,0.00,0.00,0.03,0.00,"Project_Valerian.exe",
"std::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >::vector<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >",8,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::operator<<<std::char_traits<char> >",1,0.02,0.00,2.08,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::~vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >",12,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Destroy_range<std::allocator<Tile_Queue> >",26,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Getal",28,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Getpfirst",15,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Myend",20,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<node *,std::allocator<node> >::~_Uninitialized_backout_al<node *,std::allocator<node> >",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Add_Instruction_To_Array",16,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Destroy_range<std::allocator<std::vector<int,std::allocator<int> > > >",20,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<node *,std::allocator<node> >::__autoclassinit2",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Myproxy",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Custom_Message::Get_Message_Length",172,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?_Decref@facet@locale@std@@UAEPAV_Facet_base@3@XZ",9,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Tree_val<std::_Tree_simple_types<std::pair<Coordinate const ,Tile> > >::_Rrotate",32,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<node,std::allocator<node> >::size",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Orphan_ptr",2,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Getal",34,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<UI_Component_Graphic_Button *,std::allocator<UI_Component_Graphic_Button> >::~_Uninitialized_backout_al<UI_Component_Graphic_Button *,std::allocator<UI_Component_Graphic_Button> >",13,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<UI_Component_Graphic_Button>,std::_Vector_val<std::_Simple_types<UI_Component_Graphic_Button> >,1>::_Get_first",26,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<UI_Component_Graphic_Button>::deallocate",13,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::operator=",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Alloc_proxy",3,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1>::_Compressed_pair<std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > >,std::_Vector_val<std::_Simple_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > >,1><>",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::_Destroy",10,0.00,0.00,0.05,0.00,"Project_Valerian.exe",
"std::_Uninitialized_copy_al_unchecked<std::vector<int,std::allocator<int> > *,std::vector<int,std::allocator<int> > *,std::allocator<std::vector<int,std::allocator<int> > > >",1,0.00,0.00,0.20,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<Coordinate>,std::_Vector_val<std::_Simple_types<Coordinate> >,1>::_Get_first",56,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"LTimer::start",1,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::_Calculate_growth",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?egptr@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IBEPADXZ",18,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Default_allocator_traits<std::allocator<int> >::select_on_container_copy_construction",48,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::move<std::allocator<int> &>",57,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Stats_Component::AI_Stats_Component",7,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::vector<Tile_Queue,std::allocator<Tile_Queue> >::_Destroy",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Structure_Create_Type::~UI_Panel_Structure_Create_Type",12,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > >,std::allocator<std::vector<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> > > > > > >::_Swap_all",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Ptr_copy_cat<int,int>",48,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Myend",16,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::capacity",19,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Mylast",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Job_Component::Load_New_Job",2,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"FC_SetGlyphCacheLevel",5,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Myend",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Getal",20,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> > >::_Getpfirst",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<UI_Component_Graphic_Button> >::max_size",26,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<node,std::allocator<node> >::_Umove_if_noexcept",18,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"?flush@?$basic_ostream@DU?$char_traits@D@std@@@std@@QAEAAV12@XZ",1,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Default_allocator_traits<std::allocator<Coordinate> >::max_size",56,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<node,std::allocator<node> > >::_Free_proxy",4,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Myproxy",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"pre_c_initialization",1,0.00,0.00,0.04,0.00,"Project_Valerian.exe",
"UI_Window_Object_Diagnostic::UI_Window_Object_Diagnostic",4,0.00,0.00,0.10,0.00,"Project_Valerian.exe",
"std::allocator<Tile_Queue>::allocate",14,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<Tile_Queue *,std::allocator<Tile_Queue> >::~_Uninitialized_backout_al<Tile_Queue *,std::allocator<Tile_Queue> >",14,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<node>::deallocate",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::vector<int,std::allocator<int> > &>",48,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> > >::_Move_alloc",6,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::vector<int,std::allocator<int> > *,std::allocator<std::vector<int,std::allocator<int> > > >::__autoclassinit2",10,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::locale::_Getfacet",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Alloc_proxy",2,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unique_ptr_base<Game_Library,std::default_delete<Game_Library> >::_Myptr",10,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::~basic_filebuf<char,std::char_traits<char> >",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Object_Inventory::UI_Panel_Object_Inventory",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Window_Screen_Buttons::UI_Window_Screen_Buttons",2,0.00,0.00,0.07,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<Tile_Queue *,std::allocator<Tile_Queue> >::__autoclassinit2",14,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Destroy_range1<std::allocator<Coordinate> >",28,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::locale::~locale",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::unique_ptr<Message_Array,std::default_delete<Message_Array> >::~unique_ptr<Message_Array,std::default_delete<Message_Array> >",1,0.05,0.00,6.42,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Coordinate,std::allocator<Coordinate> > >::_Myproxy",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<Tile_Queue,std::allocator<Tile_Queue> > >::_Free_proxy",4,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> >::_Move_from",6,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Core::`default constructor closure'",10,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::min<int>",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Unchecked<node *>",54,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::_Tidy",3,0.00,0.00,0.10,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> >::operator=",6,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> >::_Tidy",14,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"[MSVCP140D.dll]",1,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::char_traits<char>::not_eof",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Buyheadnode",2,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<UI_Component_Graphic_Button>,std::_Vector_val<std::_Simple_types<UI_Component_Graphic_Button> >,1>::_Compressed_pair<std::allocator<UI_Component_Graphic_Button>,std::_Vector_val<std::_Simple_types<UI_Component_Graphic_Button> >,1><>",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::~Game_Library",1,0.02,0.00,2.67,0.00,"Project_Valerian.exe",
"?_Gndec@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IAEPADXZ",9,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Unchecked<Tile_Queue *>",42,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::unique_ptr<Draw_System,std::default_delete<Draw_System> >::get",4,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Rechecked<Coordinate *,Coordinate *>",28,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Structure_Create_Type::UI_Panel_Structure_Create_Type",12,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::basic_filebuf<char,std::char_traits<char> >::_Initcvt",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Game_Library::Fetch_Projectile_Template",35,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI::__autoclassinit2",1,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object_Service_Locator::Return_AI_Rel_Pointer",30,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::_Alloc_proxy",2,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Item_Component::Populate_Starter_Inventory",4,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Array::Add_Message",2,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<std::vector<int,std::allocator<int> > *,std::allocator<std::vector<int,std::allocator<int> > > >::~_Uninitialized_backout_al<std::vector<int,std::allocator<int> > *,std::allocator<std::vector<int,std::allocator<int> > > >",10,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::unique_ptr<Global_Service_Locator,std::default_delete<Global_Service_Locator> >::operator->",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Cursor::Convert_Coord_To_Screen_Pos",10,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"?_Init@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IAEXPAPAD0PAH001@Z",8,0.00,0.00,0.00,0.00,"MSVCP140D.dll",
"std::_Compressed_pair<std::allocator<Tile_Queue>,std::_Vector_val<std::_Simple_types<Tile_Queue> >,1>::_Get_first",28,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Object::Init_Entity_From_Template",2,0.00,0.00,0.05,0.00,"Project_Valerian.exe",
"std::_Vector_alloc<std::_Vec_base_types<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > > >::_Free_proxy",3,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<Tile_Queue,std::allocator<Tile_Queue> >::_Umove_if_noexcept",14,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::forward<std::_Zero_then_variadic_args_t>",3,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> >::~vector<UI_Component_Item_Slot_Button,std::allocator<UI_Component_Item_Slot_Button> >",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<node>,std::_Vector_val<std::_Simple_types<node> >,1>::_Get_first",36,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"AI_Movement_Component::Set_Target_Pos",25,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Window_Object_Diagnostic::~UI_Window_Object_Diagnostic",4,0.00,0.00,0.04,0.00,"Project_Valerian.exe",
"std::_Pocma<std::allocator<UI_Component_Graphic_Button> >",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<Tile_Queue> >::max_size",28,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >",1,0.00,0.00,0.21,0.00,"Project_Valerian.exe",
"_malloc_dbg",1,0.00,0.00,0.00,0.00,"ucrtbased.dll",
"std::vector<Tile_Queue,std::allocator<Tile_Queue> >::_Move_from",4,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Message_Core::Update_Message",12,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<UI_Component_Graphic_Button *,std::allocator<UI_Component_Graphic_Button> >::_Uninitialized_backout_al<UI_Component_Graphic_Button *,std::allocator<UI_Component_Graphic_Button> >",13,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Default_allocator_traits<std::allocator<node> >::max_size",36,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::erase",1,0.01,0.00,1.51,0.00,"Project_Valerian.exe",
"UI_Panel_Object_Inventory::~UI_Panel_Object_Inventory",8,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Tree_comp_alloc<std::_Tmap_traits<Coordinate,Tile,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,Tile> >,0> >::_Free_proxy",1,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<UI_Component_Graphic_Button *,std::allocator<UI_Component_Graphic_Button> >::_Release",13,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"UI_Panel_Structure_Create_Type::operator=",9,0.00,0.00,0.01,0.00,"Project_Valerian.exe",
"std::_Compressed_pair<std::allocator<UI_Component_Item_Slot_Button>,std::_Vector_val<std::_Simple_types<UI_Component_Item_Slot_Button> >,1>::_Compressed_pair<std::allocator<UI_Component_Item_Slot_Button>,std::_Vector_val<std::_Simple_types<UI_Component_Item_Slot_Button> >,1><>",8,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Uninitialized_backout_al<node *,std::allocator<node> >::_Release",18,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<std::vector<int,std::allocator<int> >,std::allocator<std::vector<int,std::allocator<int> > > >::_Move_from",1,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::unique_ptr<Path_Field,std::default_delete<Path_Field> >::~unique_ptr<Path_Field,std::default_delete<Path_Field> >",1,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Ptr_move_cat<UI_Component_Graphic_Button,UI_Component_Graphic_Button>",13,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<node,std::allocator<node> >::_Tidy",4,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Get_size_of_n<560>",13,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::vector<UI_Component_Graphic_Button,std::allocator<UI_Component_Graphic_Button> >::_Move_assign_from",9,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"Draw_System::`scalar deleting destructor'",1,0.50,0.00,58.62,0.00,"Project_Valerian.exe",
"std::_Ptr_move_cat<Coordinate,Coordinate>",28,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::allocator<std::vector<int,std::allocator<int> > >::allocate",10,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::unique_ptr<Path_Field,std::default_delete<Path_Field> >::__autoclassinit2",1,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Destroy_range1<std::allocator<node> >",36,0.00,0.00,0.00,0.00,"Project_Valerian.exe",
"std::_Tree<std::_Tmap_traits<Coordinate,bool,std::less<Coordinate>,std::allocator<std::pair<Coordinate const ,bool> >,0> >::erase",2,0.00,0.00,0.15,0.00,"Project_Valerian.exe",
"Message_Input::`default constructor closure'",10,0.00,0.00,0.02,0.00,"Project_Valerian.exe",
